Country;Country Name;Country RegionId;Variable;Variable Name;Variable Definition;Measure;Measure Name;Measure Note;Scale;Units;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
VN;Vietnam;VN;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;4.7;4.9;4.4;4.3;5.4;7;6.4;8.7;9.5;8.6;8.6;8.9;9.3;8.3;9.6;10.2;12.3;8.9;10.7;8.4;8.3;8.3;8.1;8.2;8.4;8.4
KN.A151;Sub-Saharan Africa;-;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3.2;3.1;2.9;3.4;3.7;4.4;4.6;4.6;4.7;4.3;4.8;5.1;5.4;5.2;5.9;6.3;5.9;6.6;6.5;6.3;5.8;5.9;5.9;5.8;5.7;5.7
AO;Angola;AO;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;1.9;1.8;1.1;5;7.5;4;4.1;3.3;5.1;5.3;4.4;3.7;3.3;3.3;3.8;3.6;3;3.4;3;4.4;3.8;3.5;3.4;3.4;3.4;3.4
BJ;Benin;BJ;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3.7;2.2;2.8;2.8;4.6;5;5.2;4.4;4;4.8;4.8;5.3;5.3;5.4;5.6;5.3;5.8;7.1;6.7;5.2;5.2;5.5;5.6;5.7;5.8;5.8
BW;Botswana;BW;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;5.3;6;6.7;7.1;8.9;8.1;7.1;7.4;8.5;8.5;10;11.5;11;11.9;11.7;11.8;13;13;12.2;10.8;9.9;8.8;9.1;9.4;9.5;9.6
BF;Burkina Faso;BF;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;0.4;0.6;0.7;0.9;2.6;1.7;2.7;3.2;3.3;2.6;2.2;3.2;3.2;2.8;3;3.4;3.2;3.6;3.4;3.4;2.9;2.9;2.8;2.8;2.7;2.7
BI;Burundi;BI;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;1.2;1.3;1.7;1.4;1.3;1;1.8;1.2;0.9;0.8;1.9;1.8;2.1;2.5;2.6;2.2;1.7;2.8;3.4;4.2;4.7;4.4;4.1;4;3.8;3.7
CM;Cameroon;CM;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.5;2.7;2.5;2.5;2.4;2.6;3.5;3.5;3;3.2;4.4;4.6;4.6;5.7;5.2;5.7;5.4;5.2;4.5;5.4;5.2;4.7;4.5;4.4;4.4;4.4
CV;Cape Verde;CV;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;4.8;5.4;3.5;4.9;6.3;7.7;9.6;14;12.8;13;17;20.2;22.8;23.6;27;27.8;35.7;37.9;44.8;38.8;38.1;38.6;39.3;40.7;41.9;43.1
CF;Central African Republic;CF;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;0.6;1;0.3;0.9;1;1.2;1.4;1.9;1.9;2.3;3.1;3.1;3.3;3.1;3.5;4.3;4.5;4.3;4.6;4.4;4.4;4.2;4.1;4;4;4
TD;Chad;TD;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.3;1.8;0.3;1;0.9;0.7;1.1;1.9;2.1;2.2;2.6;3.7;2.5;2.3;2.1;3.9;3.4;3.6;3.3;3.8;3.9;3.9;3.7;3.8;3.9;4
KM;Comoros;KM;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3.6;6.2;5.3;5.7;11.6;12.6;14.7;16.7;11.6;11.9;11;7.5;7.6;6.9;7.5;7.9;7.7;7.2;6;5.7;6;5.9;5.9;5.7;5.6;5.7
CG;Congo;CG;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.5;2.6;2.5;2.5;2.6;3.1;2.8;3.8;3;2.7;3.1;4;4.1;4.1;4.3;3.8;3.1;3.6;3.4;3.5;2.6;3.5;3.6;3.7;3.8;3.8
CI;Cote d'ivorie;CI;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.5;2.2;2.6;2.9;4.3;3;3.6;4.2;4.1;4.2;4.8;5.7;5.3;4.7;4.5;4.6;4.8;5.3;5;4.8;4.5;4.5;4.2;4;3.9;4.1
CD;Democratic Republic of Congo;CD;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;0.8;1;1.3;1.6;1.1;1.2;3.5;1.2;1.3;1.8;1.9;1.7;1.6;2.2;2.2;2.5;2.1;1.8;2.3;2.7;1.7;1.7;1.7;1.7;1.6;1.5
ET;Ethiopia;ET;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.9;2.9;2.3;4.5;4.2;4.1;3.7;4;3.9;4.1;5.9;6.4;6.9;7;7.4;7;9.2;9.8;9;7.9;9.6;10.8;10.6;10.4;10.1;9.8
GA;Gabon;GA;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.7;4.1;3.8;3.4;3.8;4.9;4.3;5.2;5.4;6.1;4.8;4.2;3.8;3.9;3.8;3.7;3.1;2.6;2.8;2.8;2.6;2.3;2.3;2.3;2.4;2.5
GM;Gambia;GM;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;6.8;7.6;6.6;5.7;14.1;7.9;13.6;15.8;10.9;10.7;10.8;11.5;12.5;13.3;13;14.2;17.1;17.4;15.8;14.3;10.6;17;17.6;16.8;16.4;16.1
GH;Ghana;GH;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;1.7;1.8;2;2.5;2.7;3;2.7;3.4;2.9;3.3;5.9;7.9;7.3;6.5;6.9;8;8.3;8.8;8;7.3;6;5.3;5.1;5.1;5.2;5.2
GN;Guinea;GN;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;1.4;0.6;0.7;0.7;0.4;0.9;1.3;1.2;1.3;1.4;1.7;3.2;3.5;3.5;3.6;5.2;6.3;4.6;4.6;4.5;4.3;3.7;3.7;3.7;3.7;3.8
KE;Kenya;KE;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;9;9.4;10.2;12.2;13.5;13;11;12.5;12.8;13.8;8.9;8;7.7;9.7;11.9;12.7;12.5;12.6;11.1;10;11.1;11.5;10.8;10.5;10.4;10.4
LS;Lesotho;LS;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.9;1.7;1.7;1.1;1.1;0.8;0.5;0.9;1.2;2.6;11.9;10.8;13.7;13.7;12.7;9.5;10.5;10.2;10;15.8;10.3;8.6;8.8;8.9;8.9;9.1
MG;Madagasca;MG;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;4.1;3.5;4;3.7;4.5;5.2;3.7;4.9;5.7;5.4;5.4;6;6.1;5;8.9;8.3;10.3;11.7;11.4;11.3;12.4;12.3;13;13.1;13.1;13
MW;Malawi;MW;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;1.9;1.9;1.6;1.7;3.3;2.5;2.5;2.8;2.8;4.4;6.5;6.8;5.7;5.7;6.1;8.8;8.3;8.8;7.9;8.4;7.7;8.1;8;8.1;7.9;7.6
ML;Mali;ML;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;6;6.2;6.8;5.9;6;5.9;6.4;6.8;6.8;7.2;7.8;6.7;6.9;6.6;7.2;8.2;8.6;7.8;8.9;8;8.4;8.9;9;7;6.7;6.8
MU;Mauritius;MU;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;20.8;18.1;19.2;18.9;19.5;21.3;23.1;22.2;23.9;23.1;24;26.2;25.5;25.2;27.6;28.6;28.8;32.9;30.7;26.6;26.7;26.5;26.4;26.6;27;27.5
MZ;Mozambique;MZ;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.9;1.3;2.9;5.2;4.3;3.3;2.7;4.2;3.9;3.5;3.7;3.7;3.9;4.2;4.3;5.9;5.9;6.3;6.5;6.7;5.9;6.4;6.6;6.6;6.6;6.6
NA;Namibia;NA;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;6.9;7;7.8;9.7;11.4;12.6;12.8;12.9;13.4;13.2;13.3;12.8;14.2;15.7;15.4;15.4;21.8;21.4;18.1;15.7;19.1;19.7;19.8;20.5;21.3;22.2
NE;Niger;NE;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.2;2;2.1;2.1;2.8;2.4;2.4;2.4;2.2;2.4;2.5;3.1;3.1;3;3.6;3.8;4.2;4.2;4;3.6;3.7;3.8;3.5;3.4;3.3;3.3
NG;Nigeria;NG;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3.9;3.4;2.8;2.7;3.2;4.4;4.9;4.4;4.8;2.5;3.8;3.9;4.3;3.7;4.8;4.9;2.3;3.6;4.6;3.8;2.4;2.5;2.5;2.7;2.7;2.7
RE;Reunion;RE;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;7.4;7.7;7.4;6.9;7.5;7.9;8.6;9.2;9.2;9.5;9.9;9;8.3;10.6;9.8;9.6;7.8;7.3;7.2;7.1;7;7.5;7.6;7.7;7.7;7.8
RW;Rwanda;RW;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;1.6;1.4;1.2;1;0;0.3;0.8;1.5;2;2.6;4.1;4.5;4.3;4.5;5.5;5.1;5.2;6.3;9.3;7.8;7.1;6.6;6.4;6.3;6.3;6.3
ST;Sao Tome & Principe;ST;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3.9;4.3;5.9;3.7;4.8;5.6;6.5;5.2;6.3;12.7;14.9;9.3;9.8;8.6;8.6;8;8.6;8.1;9.2;9.8;7.7;8.2;8.3;8.1;8.2;6.6
