"country","variable","measure","Unit","Date","Value"
"Papua New Guinea","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",2.6
"Papua New Guinea","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",2.6
"Papua New Guinea","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",72.3
"Papua New Guinea","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",73.9
"Papua New Guinea","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",75.9
"Papua New Guinea","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",1.2
"Papua New Guinea","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",1.2
"Papua New Guinea","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",1.2
"Papua New Guinea","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.209
"Papua New Guinea","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.212
"Papua New Guinea","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.218
"Papua New Guinea","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",1
"Papua New Guinea","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",1
"Papua New Guinea","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",1
"Papua New Guinea","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",29.2
"Papua New Guinea","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",30
"Papua New Guinea","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",30.9
"Papua New Guinea","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",0
"Papua New Guinea","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",0
"Papua New Guinea","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",0
"Papua New Guinea","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.01
"Papua New Guinea","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.01
"Papua New Guinea","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.01
"Papua New Guinea","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",3.6
"Papua New Guinea","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",3.8
"Papua New Guinea","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",4.1
"Papua New Guinea","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.112
"Papua New Guinea","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.123
"Papua New Guinea","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.137
"Philippines","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",7
"Philippines","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",7.1
"Philippines","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",7.1
"Philippines","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",17.556
"Philippines","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",19.523
"Philippines","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",21.089
"Philippines","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",7.6
"Philippines","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",7.7
"Philippines","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",7.7
"Philippines","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",2910.7
"Philippines","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",3028.4
"Philippines","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",3105.7
"Philippines","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",2
"Philippines","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",2.1
"Philippines","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",2.1
"Philippines","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",5.108
"Philippines","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",5.768
"Philippines","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",6.392
"Philippines","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",2
"Philippines","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",2
"Philippines","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",2.1
"Philippines","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",762.1
"Philippines","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",804.2
"Philippines","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",847.8
"Philippines","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",5.7
"Philippines","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",6
"Philippines","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",6.2
"Philippines","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",4.357
"Philippines","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",4.872
"Philippines","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",5.532
"Philippines","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",3.1
"Philippines","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",3.1
"Philippines","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",2.9
"Philippines","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",1.521
"Philippines","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",1.688
"Philippines","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",1.704
"Singapore","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",11.2
"Singapore","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",11.1
"Singapore","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",10.9
"Singapore","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",30.708
"Singapore","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",31.968
"Singapore","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",32.801
"Singapore","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",9
"Singapore","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",9
"Singapore","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",9.2
"Singapore","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",291
"Singapore","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",295.6
"Singapore","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",308.8
"Singapore","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",5.2
"Singapore","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",5.3
"Singapore","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",5.2
"Singapore","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",14.219
"Singapore","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",15.167
"Singapore","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",15.731
"Singapore","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",4.4
"Singapore","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",4.4
"Singapore","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",4.7
"Singapore","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",141.5
"Singapore","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",147.1
"Singapore","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",158.6
"Singapore","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",3.5
"Singapore","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",3.7
"Singapore","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",3.6
"Singapore","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",19.241
"Singapore","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",20.485
"Singapore","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",21.104
"Singapore","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",20
"Singapore","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",19.9
"Singapore","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",19.8
"Singapore","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",13.278
"Singapore","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",13.79
"Singapore","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",14.578
"Thailand","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",16.6
"Thailand","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",17
"Thailand","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",17
"Thailand","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",60.967
"Thailand","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",66.967
"Thailand","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",71.258
"Thailand","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",12.4
"Thailand","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",13.2
"Thailand","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",13.3
"Thailand","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",4818.7
"Thailand","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",5273.1
"Thailand","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",5400.9
"Thailand","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",7.2
"Thailand","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",7.3
"Thailand","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",7.3
"Thailand","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",26.537
"Thailand","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",28.801
"Thailand","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",30.578
"Thailand","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",5.2
"Thailand","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",5.5
"Thailand","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",5.6
"Thailand","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",2019.9
"Thailand","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",2224.1
"Thailand","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",2274.9
"Thailand","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",12.1
"Thailand","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",12
"Thailand","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",11.5
"Thailand","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",32.863
"Thailand","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",35.509
"Thailand","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",37.809
"Thailand","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",6.7
"Thailand","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",7.4
"Thailand","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",7.9
"Thailand","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",7.314
"Thailand","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",8.664
"Thailand","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",9.681
"Vietnam","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",9.3
"Vietnam","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",9.5
"Vietnam","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",9.7
"Vietnam","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",12.973
"Vietnam","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",14.566
"Vietnam","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",16.388
"Vietnam","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",8.1
"Vietnam","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",8.2
"Vietnam","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",8.4
"Vietnam","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",3892.1
"Vietnam","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",4033.7
"Vietnam","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",4171.7
"Vietnam","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",4.5
"Vietnam","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",4.6
"Vietnam","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",4.7
"Vietnam","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",6.23
"Vietnam","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",7.031
"Vietnam","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",7.944
"Vietnam","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",3.8
"Vietnam","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",3.9
"Vietnam","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",4
"Vietnam","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",1831.3
"Vietnam","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",1909
"Vietnam","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",1983.8
"Vietnam","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",4.6
"Vietnam","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",4.7
"Vietnam","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",4.8
"Vietnam","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",5.935
"Vietnam","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",6.628
"Vietnam","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",7.498
"Vietnam","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",8.3
"Vietnam","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",7.8
"Vietnam","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",7.6
"Vietnam","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",3.718
"Vietnam","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",4.029
"Vietnam","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",4.372
"Sub-Saharan Africa","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",7.2
"Sub-Saharan Africa","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",6.9
"Sub-Saharan Africa","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",6.8
"Sub-Saharan Africa","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",95.605
"Sub-Saharan Africa","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",95.713
"Sub-Saharan Africa","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",101.788
"Sub-Saharan Africa","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",5.9
"Sub-Saharan Africa","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",5.8
"Sub-Saharan Africa","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",5.7
"Sub-Saharan Africa","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",13320.4
"Sub-Saharan Africa","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",13410.9
"Sub-Saharan Africa","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",13561.4
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",2.7
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",2.6
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",2.6
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",36.41
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",36.623
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",39.17
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",2.4
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",2.3
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",2.3
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",5461.4
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",5492.4
"Sub-Saharan Africa","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",5564.5
"Sub-Saharan Africa","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",6.6
"Sub-Saharan Africa","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",6.4
"Sub-Saharan Africa","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",6.6
"Sub-Saharan Africa","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",30.214
"Sub-Saharan Africa","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",29.391
"Sub-Saharan Africa","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",31.426
"Sub-Saharan Africa","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",5.8
"Sub-Saharan Africa","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",5.6
"Sub-Saharan Africa","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",5.4
"Sub-Saharan Africa","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",14.466
"Sub-Saharan Africa","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",14.938
"Sub-Saharan Africa","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",15.624
"Angola","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",3.8
"Angola","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",3.8
"Angola","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",3.8
"Angola","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",4.402
"Angola","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",5.008
"Angola","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",5.604
"Angola","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",3.4
"Angola","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",3.4
"Angola","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",3.4
"Angola","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",158.5
"Angola","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",165.4
"Angola","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",169.5
"Angola","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",1.6
"Angola","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",1.6
"Angola","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",1.6
"Angola","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",1.855
"Angola","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",2.111
"Angola","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",2.359
"Angola","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",1.4
"Angola","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",1.4
"Angola","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",1.4
"Angola","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",66.5
"Angola","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",69.4
"Angola","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",71.1
"Angola","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",1.3
"Angola","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",1.4
"Angola","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",1.5
"Angola","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.909
"Angola","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.938
"Angola","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.976
"Angola","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",3
"Angola","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",2.6
"Angola","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",2.3
"Angola","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.344
"Angola","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.379
"Angola","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.414
"Benin","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",6.4
"Benin","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",6.5
"Benin","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",6.6
"Benin","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.481
"Benin","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.519
"Benin","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.545
"Benin","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",5.6
"Benin","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",5.7
"Benin","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",5.8
"Benin","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",111.2
"Benin","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",117.1
"Benin","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",122
"Benin","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",2.6
"Benin","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",2.6
"Benin","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",2.7
"Benin","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.195
"Benin","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.212
"Benin","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.222
"Benin","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",2.2
"Benin","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",2.2
"Benin","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",2.2
"Benin","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",43.6
"Benin","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",46.3
"Benin","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",48
"Benin","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",18.3
